feature,importance,model
text__marital status,0.08195765240840543,SVM (LinearSVC)
text__word,0.08189996585969442,SVM (LinearSVC)
text__strategy and,0.08188441047775566,SVM (LinearSVC)
text__in der,0.08118549493001039,SVM (LinearSVC)
text__remote senior,0.08118452209136257,SVM (LinearSVC)
text__to participate,0.08105503341566388,SVM (LinearSVC)
text__attention,0.08080318103511322,SVM (LinearSVC)
numeric__experience_year_min,0.08068416377285649,SVM (LinearSVC)
text__at all,0.08047348126847406,SVM (LinearSVC)
text__are,0.08043085538906637,SVM (LinearSVC)
text__to us,0.07997436779968106,SVM (LinearSVC)
text__40,0.07973572283208978,SVM (LinearSVC)
text__health insurance,0.07962096554703094,SVM (LinearSVC)
text__this,0.07947040612696607,SVM (LinearSVC)
text__remediation,0.07933818377155381,SVM (LinearSVC)
text__capable,0.07903330037146881,SVM (LinearSVC)
text__we encourage,0.0788326172792348,SVM (LinearSVC)
text__qualified applicants,0.07855429288970939,SVM (LinearSVC)
text__bei,0.07854587381163874,SVM (LinearSVC)
text__culture of,0.0779972193293077,SVM (LinearSVC)
text__registered,0.07791130358002314,SVM (LinearSVC)
text__equal employment,0.07784166835241202,SVM (LinearSVC)
text__improve,0.07778565617973378,SVM (LinearSVC)
text__and compliance,0.07769113019199166,SVM (LinearSVC)
text__liaison,0.07748380230027442,SVM (LinearSVC)
text__10 years,0.07747383571445123,SVM (LinearSVC)
text__ou,0.07739358207100483,SVM (LinearSVC)
text__ai driven,0.0772895303410937,SVM (LinearSVC)
text__and benefits,0.07703207759438761,SVM (LinearSVC)
text__record,0.07698300377056773,SVM (LinearSVC)
text__find,0.07694643884878825,SVM (LinearSVC)
text__we use,0.07673913117664662,SVM (LinearSVC)
text__following,0.07673525961236394,SVM (LinearSVC)
text__against,0.07670481334771469,SVM (LinearSVC)
text__studio,0.07657891513163455,SVM (LinearSVC)
text__customer experience,0.07646120649845436,SVM (LinearSVC)
text__and documentation,0.07632273441119751,SVM (LinearSVC)
text__generative ai,0.07623645642229349,SVM (LinearSVC)
text__practitioner,0.07599051286192095,SVM (LinearSVC)
text__patients,0.07598051423564184,SVM (LinearSVC)
text__the field,0.07580166560498089,SVM (LinearSVC)
text__sustainable,0.07560761430890699,SVM (LinearSVC)
text__governance,0.07536359114572287,SVM (LinearSVC)
text__high volume,0.07527198365073573,SVM (LinearSVC)
text__enabled,0.07519805424613683,SVM (LinearSVC)
text__reside,0.07490882887717004,SVM (LinearSVC)
text__usa,0.07455820585665494,SVM (LinearSVC)
text__connection,0.07444383549817532,SVM (LinearSVC)
text__ai to,0.07437674468991201,SVM (LinearSVC)
text__to ensure,0.07432784024417936,SVM (LinearSVC)
text__leveraging,0.07420032503036325,SVM (LinearSVC)
text__assessments,0.07417955735054471,SVM (LinearSVC)
text__experiences and,0.0739698988546725,SVM (LinearSVC)
text__account,0.07388037389106844,SVM (LinearSVC)
text__navigating,0.0736824296488173,SVM (LinearSVC)
text__advanced,0.07311318433513808,SVM (LinearSVC)
text__data to,0.0726284759105296,SVM (LinearSVC)
text__opportunity eeo,0.07246085902689096,SVM (LinearSVC)
text__the organization,0.07214743991807351,SVM (LinearSVC)
text__hardware,0.07208999899346022,SVM (LinearSVC)
text__enterprise account,0.0719328993675944,SVM (LinearSVC)
text__medical,0.07156535984216168,SVM (LinearSVC)
text__power bi,0.07152732793265336,SVM (LinearSVC)
text__build and,0.07126583193554176,SVM (LinearSVC)
text__data center,0.07077391094360068,SVM (LinearSVC)
text__diverse and,0.07068496537745787,SVM (LinearSVC)
text__private,0.07060798156921137,SVM (LinearSVC)
text__mental,0.07054482345193275,SVM (LinearSVC)
text__clinical research,0.07051596368681073,SVM (LinearSVC)
text__who can,0.07048407473133173,SVM (LinearSVC)
text__millions,0.07046936069293126,SVM (LinearSVC)
text__detailed,0.07039737559487459,SVM (LinearSVC)
text__impact,0.07029871755937057,SVM (LinearSVC)
text__insights to,0.07003142482589249,SVM (LinearSVC)
text__high school,0.06995035189386353,SVM (LinearSVC)
text__first,0.0698358603481039,SVM (LinearSVC)
text__teams and,0.06975383760720308,SVM (LinearSVC)
text__with sales,0.06964620335558812,SVM (LinearSVC)
text__same,0.0695844627390405,SVM (LinearSVC)
text__contribute,0.06956996561254672,SVM (LinearSVC)
text__highly,0.06944463891288669,SVM (LinearSVC)
text__to learn,0.06922238711509729,SVM (LinearSVC)
text__firms,0.06918245017981359,SVM (LinearSVC)
text__and ensuring,0.06884334100686289,SVM (LinearSVC)
text__cd,0.06877559917970946,SVM (LinearSVC)
text__with customers,0.0685623317973309,SVM (LinearSVC)
text__into clear,0.0684477863379258,SVM (LinearSVC)
text__large,0.06843279296652002,SVM (LinearSVC)
text__enabling,0.06833358591675136,SVM (LinearSVC)
text__overview,0.06830503575029871,SVM (LinearSVC)
text__incidents,0.06830343842907244,SVM (LinearSVC)
text__about us,0.06807365333917134,SVM (LinearSVC)
text__more,0.0678887357336824,SVM (LinearSVC)
text__tools such,0.06784050655572822,SVM (LinearSVC)
text__phone,0.06779231968257078,SVM (LinearSVC)
text__go to,0.06772150756049479,SVM (LinearSVC)
text__prior,0.06762182449307191,SVM (LinearSVC)
text__who,0.06730992494515298,SVM (LinearSVC)
text__sure,0.06714713388592781,SVM (LinearSVC)
text__and analytical,0.06708650844600206,SVM (LinearSVC)
text__dental vision,0.06695904362075548,SVM (LinearSVC)
text__all backgrounds,0.06677990355083467,SVM (LinearSVC)
text__integrating,0.06632482722128193,SVM (LinearSVC)
text__am,0.06630271018817852,SVM (LinearSVC)
text__central,0.0660365655725993,SVM (LinearSVC)
text__from an,0.0660289027376332,SVM (LinearSVC)
text__needs,0.0654875417806679,SVM (LinearSVC)
text__platform and,0.06530846754773661,SVM (LinearSVC)
text__our investors,0.06514806125067321,SVM (LinearSVC)
text__cross,0.06514022370720228,SVM (LinearSVC)
text__operates,0.064653222346744,SVM (LinearSVC)
text__consumer,0.06432205551361321,SVM (LinearSVC)
text__supporting,0.06374723572351718,SVM (LinearSVC)
text__and or,0.06359192553168186,SVM (LinearSVC)
categorical__experience_level_primary_Director,0.0635071498249326,SVM (LinearSVC)
text__of their,0.06342195705080356,SVM (LinearSVC)
text__winning,0.06333245179960814,SVM (LinearSVC)
text__along with,0.06300697575684999,SVM (LinearSVC)
text__fluency,0.06283621301341326,SVM (LinearSVC)
text__investors include,0.06253405265456245,SVM (LinearSVC)
text__options,0.062349851652798306,SVM (LinearSVC)
text__lines,0.0618833871658998,SVM (LinearSVC)
text__and access,0.061779103382657234,SVM (LinearSVC)
text__engage,0.061682600816415155,SVM (LinearSVC)
text__to manage,0.061670373400483564,SVM (LinearSVC)
text__recruitment,0.06127331402819742,SVM (LinearSVC)
categorical__broad_category_Healthcare,0.061152303223942495,SVM (LinearSVC)
text__successful candidate,0.06115050366489881,SVM (LinearSVC)
text__sponsorship,0.06076229336797452,SVM (LinearSVC)
text__stipend,0.06029464891694441,SVM (LinearSVC)
text__be required,0.060023935773412064,SVM (LinearSVC)
text__in computer,0.059915057329285475,SVM (LinearSVC)
text__technical talent,0.05981916199848796,SVM (LinearSVC)
text__id,0.05969619650667246,SVM (LinearSVC)
text__backed,0.05955765308820851,SVM (LinearSVC)
text__identifies,0.05932868979905913,SVM (LinearSVC)
text__years experience,0.05931569130914441,SVM (LinearSVC)
text__bring,0.059175793989954,SVM (LinearSVC)
text__in timely,0.05907293605093497,SVM (LinearSVC)
text__summers,0.05906222420484011,SVM (LinearSVC)
text__you and,0.058978268529547156,SVM (LinearSVC)
text__mit,0.05895383189473365,SVM (LinearSVC)
text__daily please,0.058874158555545425,SVM (LinearSVC)
text__rather than,0.058804211761526545,SVM (LinearSVC)
text__experience is,0.0587942691076928,SVM (LinearSVC)
text__and opportunities,0.058767379387888175,SVM (LinearSVC)
text__contributor,0.05869056219997283,SVM (LinearSVC)
text__translate,0.058678541318412325,SVM (LinearSVC)
text__dashboards,0.0585734981542954,SVM (LinearSVC)
text__como,0.05853042109091754,SVM (LinearSVC)
text__la,0.058356920119844266,SVM (LinearSVC)
text__support the,0.05826771349255351,SVM (LinearSVC)
text__and strong,0.058244306787369034,SVM (LinearSVC)
text__specifications,0.058100612807979145,SVM (LinearSVC)
text__fair chance,0.05802260161563309,SVM (LinearSVC)
categorical__broad_category_Product,0.057998289157298516,SVM (LinearSVC)
text__professional and,0.05778509113608604,SVM (LinearSVC)
text__finance,0.05778226289778052,SVM (LinearSVC)
text__ai data,0.05752070661085111,SVM (LinearSVC)
text__combines,0.056996462623893136,SVM (LinearSVC)
text__to operate,0.056407409715648095,SVM (LinearSVC)
text__presentations,0.05621216262638641,SVM (LinearSVC)
text__steps to,0.05607885580429437,SVM (LinearSVC)
text__research and,0.055872188110646766,SVM (LinearSVC)
text__freelance,0.05581005532823224,SVM (LinearSVC)
text__we help,0.05574555886495983,SVM (LinearSVC)
text__non technical,0.05553908478816514,SVM (LinearSVC)
text__web,0.055135162954218726,SVM (LinearSVC)
text__multiple,0.05512944879500942,SVM (LinearSVC)
text__dein,0.05511755940057443,SVM (LinearSVC)
text__mobile,0.055111680788715464,SVM (LinearSVC)
text__program manager,0.05507063416992986,SVM (LinearSVC)
text__needed,0.054865591725746565,SVM (LinearSVC)
text__adoption,0.05477634394361366,SVM (LinearSVC)
text__organizational,0.054775030690010676,SVM (LinearSVC)
text__identifying,0.05453098772232225,SVM (LinearSVC)
text__deploy,0.05448285288376225,SVM (LinearSVC)
text__service,0.054132798882532696,SVM (LinearSVC)
text__time,0.05405570478488535,SVM (LinearSVC)
text__people and,0.053978838674151555,SVM (LinearSVC)
text__accurately,0.05376109578648066,SVM (LinearSVC)
text__environment with,0.05352647079419172,SVM (LinearSVC)
text__click,0.05341756420621734,SVM (LinearSVC)
text__solving skills,0.052890480646122576,SVM (LinearSVC)
text__que,0.052849444834649435,SVM (LinearSVC)
text__efforts,0.05269917982390783,SVM (LinearSVC)
text__documented,0.05250399257460045,SVM (LinearSVC)
text__strong relationships,0.05227160761805102,SVM (LinearSVC)
text__and close,0.052146616945600514,SVM (LinearSVC)
text__has been,0.051724236560157906,SVM (LinearSVC)
text__strategies,0.05095384755506648,SVM (LinearSVC)
text__along,0.05088579741140899,SVM (LinearSVC)
text__established,0.050836150823492715,SVM (LinearSVC)
text__resources support,0.05051558856864596,SVM (LinearSVC)
text__positions,0.049926066275246164,SVM (LinearSVC)
text__priorities and,0.04975746708940036,SVM (LinearSVC)
text__deine,0.04971678902849484,SVM (LinearSVC)
text__is committed,0.049667980988442786,SVM (LinearSVC)
text__assist with,0.049529344708619714,SVM (LinearSVC)
text__and integration,0.0494753951379419,SVM (LinearSVC)
text__or similar,0.04944844508449052,SVM (LinearSVC)
text__working with,0.04925527720691744,SVM (LinearSVC)
categorical__broad_category_Engineering,0.049051747232496445,SVM (LinearSVC)
text__non,0.0487865665950236,SVM (LinearSVC)
categorical__broad_category_Human Resources,0.04874428186764703,SVM (LinearSVC)
text__keeping,0.04863613084846747,SVM (LinearSVC)
text__considered,0.04850653177075406,SVM (LinearSVC)
text__contractors,0.04825819643902498,SVM (LinearSVC)
text__agents,0.04773862648806194,SVM (LinearSVC)
text__product engineering,0.04773090865602188,SVM (LinearSVC)
text__and its,0.04746527524719645,SVM (LinearSVC)
text__os,0.04704940055033481,SVM (LinearSVC)
text__house,0.046749172274488195,SVM (LinearSVC)
text__business stakeholders,0.04632945748782698,SVM (LinearSVC)
text__manage the,0.046324498293532156,SVM (LinearSVC)
text__the ai,0.04620901892108348,SVM (LinearSVC)
categorical__broad_category_Data Science,0.0461281787591235,SVM (LinearSVC)
text__thrive in,0.04605083123062615,SVM (LinearSVC)
text__templates,0.04600114098737389,SVM (LinearSVC)
text__inclusive environment,0.04578071623888637,SVM (LinearSVC)
text__is required,0.04559211573611015,SVM (LinearSVC)
text__to market,0.04464087743569165,SVM (LinearSVC)
text__and implement,0.04456779904491625,SVM (LinearSVC)
text__escalation,0.04454026242597926,SVM (LinearSVC)
text__detail,0.04452156456596047,SVM (LinearSVC)
text__databricks,0.04447523399670751,SVM (LinearSVC)
text__job description,0.04437755249717536,SVM (LinearSVC)
text__be responsible,0.04411462285927723,SVM (LinearSVC)
text__largest,0.04411279269368179,SVM (LinearSVC)
text__application steps,0.044078882414866724,SVM (LinearSVC)
text__join,0.04403511585629259,SVM (LinearSVC)
text__knowledge of,0.04402754786236239,SVM (LinearSVC)
text__what makes,0.043879604176020076,SVM (LinearSVC)
text__and operational,0.043684907840360214,SVM (LinearSVC)
text__authorization,0.043675992899612756,SVM (LinearSVC)
text__your ai,0.043559047146713686,SVM (LinearSVC)
text__business objectives,0.04346959503160183,SVM (LinearSVC)
text__we value,0.04300347279593081,SVM (LinearSVC)
text__to,0.04278798061197568,SVM (LinearSVC)
text__en,0.04261964595541876,SVM (LinearSVC)
text__location and,0.042563773414067106,SVM (LinearSVC)
text__environment and,0.04255893115019065,SVM (LinearSVC)
text__coach,0.042448703340055974,SVM (LinearSVC)
text__player,0.042403797906457444,SVM (LinearSVC)
text__the country,0.04225541221325394,SVM (LinearSVC)
text__partner,0.04221313575000939,SVM (LinearSVC)
text__etc,0.04211773511672101,SVM (LinearSVC)
text__pipeline,0.041864545140908184,SVM (LinearSVC)
text__practical,0.041655849410530896,SVM (LinearSVC)
text__access to,0.04146810953044013,SVM (LinearSVC)
text__frontend,0.041403486235338766,SVM (LinearSVC)
text__in order,0.04139864683449998,SVM (LinearSVC)
text__management,0.04092068099655086,SVM (LinearSVC)
categorical__broad_category_Marketing,0.04084806272808758,SVM (LinearSVC)
text__interview process,0.04060394356001912,SVM (LinearSVC)
text__hands on,0.040579766456153535,SVM (LinearSVC)
text__to provide,0.0402451793849182,SVM (LinearSVC)
text__minimal,0.04013466963667453,SVM (LinearSVC)
text__targeted,0.04008900175138204,SVM (LinearSVC)
text__opportunity originally,0.03998581251243153,SVM (LinearSVC)
text__cross functional,0.03989963617139658,SVM (LinearSVC)
text__are passionate,0.03983202052795955,SVM (LinearSVC)
text__accordance with,0.03981556073903118,SVM (LinearSVC)
text__zur,0.03978761047629303,SVM (LinearSVC)
text__assess,0.03964151738855378,SVM (LinearSVC)
text__and on,0.03951383689568567,SVM (LinearSVC)
categorical__experience_level_primary_Senior,0.03946864100859573,SVM (LinearSVC)
categorical__broad_category_Other,0.039443463032800434,SVM (LinearSVC)
text__any,0.039423560307958905,SVM (LinearSVC)
text__start up,0.03919917436414112,SVM (LinearSVC)
text__determined by,0.03897394888191334,SVM (LinearSVC)
text__role you,0.03889529084764755,SVM (LinearSVC)
text__career growth,0.03880445506824474,SVM (LinearSVC)
text__team reviews,0.038596941181581544,SVM (LinearSVC)
text__jack,0.03858059788132795,SVM (LinearSVC)
text__minimum years,0.03852795865407618,SVM (LinearSVC)
text__living,0.03849511405512389,SVM (LinearSVC)
text__strong understanding,0.038480739518392516,SVM (LinearSVC)
text__or local,0.038155646292211715,SVM (LinearSVC)
text__over the,0.03805029928085168,SVM (LinearSVC)
text__experimentation,0.03776805658293106,SVM (LinearSVC)
text__trends and,0.037622070020447,SVM (LinearSVC)
text__respect,0.03757617347595929,SVM (LinearSVC)
text__nice to,0.03747310708860965,SVM (LinearSVC)
text__regional,0.0373183312142526,SVM (LinearSVC)
text__hours per,0.037271724044621,SVM (LinearSVC)
text__for all,0.03719301697506118,SVM (LinearSVC)
text__including,0.037148129052340245,SVM (LinearSVC)
text__ensuring,0.03702437698221333,SVM (LinearSVC)
text__quota,0.0365747674369242,SVM (LinearSVC)
text__establish,0.03637321650653365,SVM (LinearSVC)
text__qualifications must,0.03615509549862359,SVM (LinearSVC)
text__balance,0.03536794233783919,SVM (LinearSVC)
text__and software,0.035257774708740586,SVM (LinearSVC)
text__can be,0.03478306822203868,SVM (LinearSVC)
text__collection,0.03470001403220796,SVM (LinearSVC)
text__investigation,0.03455248864072446,SVM (LinearSVC)
text__von,0.03453844936323745,SVM (LinearSVC)
text__due,0.03444427137643044,SVM (LinearSVC)
text__vice,0.034258438298802416,SVM (LinearSVC)
text__plans,0.03399755688857032,SVM (LinearSVC)
text__closely,0.033650849712438445,SVM (LinearSVC)
text__eligibility,0.033591176613469595,SVM (LinearSVC)
text__location,0.03324562506995795,SVM (LinearSVC)
text__connecting,0.03321143730562835,SVM (LinearSVC)
text__consulting,0.03286946413661698,SVM (LinearSVC)
text__best,0.0324584340537769,SVM (LinearSVC)
text__discovery,0.03229953053817543,SVM (LinearSVC)
text__meet,0.03205286599915378,SVM (LinearSVC)
text__concepts,0.03178379651323822,SVM (LinearSVC)
text__success in,0.03172758902241034,SVM (LinearSVC)
text__standards and,0.03155082468383471,SVM (LinearSVC)
text__applying,0.03140119905211329,SVM (LinearSVC)
text__check for,0.03122079423003426,SVM (LinearSVC)
text__strong,0.030946517670989614,SVM (LinearSVC)
text__yourself,0.03094363381141477,SVM (LinearSVC)
text__also,0.03092114956991463,SVM (LinearSVC)
text__be eligible,0.030903620330253324,SVM (LinearSVC)
text__the work,0.030849709212552458,SVM (LinearSVC)
text__collaboratively,0.03070212474113267,SVM (LinearSVC)
text__appointment,0.03054156467359579,SVM (LinearSVC)
text__looks like,0.030138985774766813,SVM (LinearSVC)
text__help shape,0.030058793604963302,SVM (LinearSVC)
text__excel,0.030032320830290133,SVM (LinearSVC)
text__manager sales,0.03002160372786792,SVM (LinearSVC)
categorical__experience_level_primary_Entry-Level,0.02994539098388942,SVM (LinearSVC)
text__your work,0.02991689426806117,SVM (LinearSVC)
text__to solve,0.02986827390811148,SVM (LinearSVC)
text__to equal,0.029840168349480792,SVM (LinearSVC)
text__contact center,0.029669553779103602,SVM (LinearSVC)
text__as you,0.029642045118274576,SVM (LinearSVC)
text__intended to,0.029466719257558463,SVM (LinearSVC)
text__across,0.029224632909633782,SVM (LinearSVC)
